"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postcode,State/Territory1,Number of individuals,Number of individuals with private health insurance,"Taxable income or loss3
no.","Taxable income or loss3
$","Gross tax
no.","Gross tax
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$","Total work related car expenses
no.","Total work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Total work related uniform/clothing expenses
no.","Total work related uniform/clothing expenses
$","Total work related self education expenses
no.","Total work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs
no.","Cost of managing tax affairs
$","Total deductions3
no.","Total deductions3
$","Total reportable fringe benefits amount
no.","Total reportable fringe benefits amount
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production distribution
no.","Net primary production distribution
$","Net non primary production distribution
no.","Net non primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carrier forward
no.","Capital gains net capital losses carrier forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$",Foreign source income other net foreign source income,Foreign source income other net foreign source income,"Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,Net rent - profit $,Net rent - loss no.,Net rent - loss $,"Net rent3
no.","Net rent3
$","Other income category 1
no.","Other income category 1
$","Other income category 2
no.","Other income category 2
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - Primary production4 
no.","Total business income - Primary production4 
$","Total business income - Non-primary production4 
no.","Total business income - Non-primary production4 
$","Total business income3
no.","Total business income3
$","Total business expenses3
no.","Total business expenses3
$","Net income or loss from business - Primary production4 
no.","Net income or loss from business - Primary production4 
$","Net income or loss from business - Non-primary production4 
no.","Net income or loss from business - Non-primary production4 
$","Net income or loss from business
no.","Net income or loss from business
$","Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Net medical expenses over the threshold amount tax offset
no.","Net medical expenses over the threshold amount tax offset
$","Low income tax offset
no.","Low income tax offset
$","Mature age worker tax offset
no.","Mature age worker tax offset
$","Termination payment tax offset
no.","Termination payment tax offset
$"
6014,WA,"13,519","10,640","13,412","1,223,539,711","11,277","345,458,293","9,930","16,934,524",242,"414,557","10,552","353,177,126",534,"2,511,330","10,284","837,318,438","1,590","10,290,062",190,"3,511,240",234,"8,960,283",504,"2,604,346",576,"5,497,608",108,"2,062,203",341,"11,601,079","9,025","25,535,266","1,596","1,117,755","3,947","40,777,002","3,934","17,463,865","13,430","1,272,545,166","2,844","7,299,398","1,007","1,628,274","4,185","995,310",595,"1,404,654","6,390","8,624,477",383,"177,958",540,"2,177,412",547,"2,962,462","4,902","3,712,236","5,891","3,590,467","10,849","47,488,489","1,419","34,516,750","1,776","24,071,292",69,"-121,005","3,030","148,384,295","1,533","18,309,745",211,"11,031,791",17,"871,577",139,"1,549,196","1,165","41,376,570",970,"15,042,331","1,723","92,704,367","1,919","63,665,616","1,477","14,748,576","1,213","4,311,363","1,118","2,909,013","2,534","66,898,769","2,018","36,002,088","1,189","4,065,220","2,541","28,160,237","1,106","16,087,747","1,456","-17,416,523","2,562","-1,328,776","1,098","1,784,259",194,"1,366,351",356,"9,423,137","1,184","5,218,556",69,"6,361,461","1,027","146,356,003","1,089","152,718,514","1,027","84,337,792",98,"-881,391","1,066","67,933,713","1,150","67,052,322",734,"22,477,716",331,"1,215,771",306,"325,458","5,152","1,613,240",674,"271,233",296,"1,720,396"
6015,WA,"4,693","4,112","4,644","596,491,532","3,908","192,710,185","3,492","8,321,542",74,"151,116","3,635","196,928,781",133,"651,941","2,840","280,843,494",455,"7,547,043",46,"857,097",52,"1,570,733",111,"624,139",193,"1,700,082",42,"871,632",137,"4,825,026","3,347","17,458,801",793,"1,354,109","1,931","42,496,077","1,929","18,206,984","4,674","628,692,600",783,"2,427,750",225,"642,185",840,"191,197",102,"312,039","1,670","3,170,836",146,"95,130",260,"2,042,948",332,"2,866,610","1,696","2,303,603","2,018","4,827,133","3,618","30,264,033",387,"20,043,832",598,"11,353,204",65,"49,893","1,774","135,938,557",864,"17,331,100",64,"4,535,875",9,"248,657",59,"907,651",591,"36,258,001",506,"13,592,581",887,"88,630,290",915,"59,067,147",697,"13,491,153",572,"6,251,297",507,"1,808,987","1,156","37,687,087",865,"21,121,693",578,"2,436,484","1,166","15,898,102",556,"8,844,075",622,"-10,613,267","1,178","-1,769,192",557,"3,655,956",99,"869,527",275,"8,066,454",415,"2,743,332",21,"402,475",427,"129,923,751",444,"130,326,226",441,"81,605,701",41,"-605,575",450,"47,376,044",481,"46,770,469",312,"17,199,530",139,"548,471",136,"103,491","1,420","460,248",296,"119,302",76,"521,750"
6016,WA,"6,375","4,436","6,340","472,619,962","5,387","117,445,750","4,758","6,514,763",126,"147,681","5,153","121,322,652",313,"1,458,899","5,475","392,564,308",883,"3,623,746",122,"2,067,436",138,"3,373,672",266,"1,387,846",134,"1,411,721",41,"389,168",61,"1,904,081","3,737","5,610,334",536,"305,126","1,332","6,865,642","1,324","2,934,308","6,354","490,113,193","1,540","3,782,860",532,"846,675","2,658","657,020",325,"902,809","3,401","3,625,927",200,"80,358",164,"425,834",183,"1,168,134","2,350","1,072,747","2,811","1,301,402","5,197","16,943,684",553,"10,431,625",709,"6,965,657",15,"-6,457",954,"34,741,092",421,"2,918,596",101,"4,223,140",6,"414,577",68,"599,237",352,"8,264,163",311,"2,597,742",503,"20,314,906",615,"14,691,771",407,"2,038,248",365,"675,256",319,"373,947","1,163","25,035,624","1,024","16,003,344",558,"1,551,966","1,173","10,510,396",423,"4,443,606",754,"-7,473,688","1,177","-3,030,082",433,"574,988",63,"268,859",98,"1,626,145",529,"1,424,447",15,"796,386",513,"40,944,161",527,"41,740,547",511,"25,069,147",21,"-226,963",533,"16,275,248",552,"16,048,285",339,"4,071,785",71,"178,615",110,"72,875","2,726","852,087",260,"108,114",174,"733,089"
6017,WA,"3,222","1,698","3,201","181,357,588","2,737","37,392,210","2,325","2,385,642",57,"72,245","2,600","38,683,357",146,"615,749","2,825","157,158,354",431,"1,631,723",37,"422,663",65,"779,925",175,"982,570",76,"827,071",14,"114,740",20,"389,625","1,739","1,765,160",107,"33,425",333,"3,031,243",332,"1,298,749","3,208","187,802,526",873,"2,078,782",248,"300,456","1,788","461,972",190,"423,642","1,704","1,484,945",67,"29,033",41,"41,520",17,"56,555","1,001","327,046","1,434","375,404","2,652","6,157,591",221,"3,847,601",204,"1,184,475",3,-615,241,"7,879,317",73,"421,715",52,"1,772,589",0,0,30,"324,212",68,"2,014,853",61,"663,793",104,"4,105,976",164,"4,670,871",87,"353,286",64,"39,007",63,"86,529",350,"7,282,276",298,"4,014,855",150,"461,142",353,"3,236,495",140,"1,412,510",218,"-1,842,726",358,"-430,216",178,"131,730",20,"11,433",22,"263,843",138,"307,546",13,"422,009",244,"49,089,636",257,"49,511,670",239,"42,780,472",16,"281,949",246,"6,225,521",262,"6,507,268",175,"1,300,635",19,"33,389",32,"24,871","1,729","527,105",128,"53,041",77,"190,593"
6018,WA,"24,454","18,994","24,294","1,858,741,551","20,587","471,889,410","18,293","25,778,580",449,"598,743","19,242","483,452,123","1,009","4,356,851","19,230","1,438,838,538","3,202","18,166,229",433,"6,480,362",561,"13,682,429",955,"5,101,585","1,079","10,684,379",185,"2,074,824",426,"13,158,292","15,135","32,643,487","2,334","1,693,192","6,065","51,646,062","6,042","22,123,564","24,354","1,932,108,991","6,206","16,142,541","1,953","2,626,349","9,798","2,460,755","1,201","2,701,594","12,619","14,802,147",784,"375,201",793,"2,120,164",734,"3,727,792","9,128","5,497,629","11,070","5,226,821","20,006","71,007,774","2,088","39,884,739","2,912","31,524,705",76,"276,229","4,263","170,837,963","1,802","16,520,370",378,"11,936,991",21,"193,900",244,"2,746,838","1,571","39,240,734","1,293","12,737,521","2,311","97,315,452","2,918","78,192,158","1,885","16,458,157","1,479","4,136,427","1,356","4,024,350","4,676","105,950,778","3,917","61,780,562","2,282","7,631,592","4,731","47,375,588","1,808","20,156,451","2,960","-30,993,415","4,768","-10,836,964","1,703","2,219,161",270,"1,527,585",449,"9,450,869","1,898","5,551,267",76,"3,497,372","1,886","183,256,314","1,959","186,826,756","1,865","120,047,528",99,"337,547","1,937","64,861,422","2,031","65,235,676","1,286","16,891,083",438,"1,264,909",517,"453,363","9,760","3,031,057","1,258","526,768",712,"2,637,442"
6019,WA,"15,293","11,143","15,174","1,183,135,026","12,967","303,299,519","11,513","16,274,478",470,"568,200","12,200","311,865,512",698,"3,144,666","12,309","912,678,855","2,075","11,534,504",293,"4,058,903",427,"9,306,980",649,"3,478,655",637,"6,464,484",113,"1,526,853",266,"8,336,319","9,107","18,174,780","1,333","1,004,954","3,293","33,214,223","3,284","14,228,859","15,225","1,230,371,051","4,131","10,779,431","1,393","2,293,361","6,562","1,744,492",862,"1,880,851","8,153","9,469,546",507,"223,532",471,"1,615,443",435,"2,310,022","5,430","2,277,447","7,123","3,284,826","12,617","45,194,695","1,292","30,540,694","1,721","18,441,223",74,"435,287","2,309","94,511,446","1,043","10,621,426",268,"7,596,250",20,"266,695",191,"1,849,014",941,"42,499,236",768,"16,210,602","1,348","93,731,704","1,737","53,167,639","1,163","9,474,026",884,"2,880,438",829,"1,488,935","2,731","64,101,927","2,322","39,071,020","1,320","4,399,575","2,762","28,793,758","1,022","11,485,876","1,760","-19,648,302","2,782","-8,162,426","1,084","1,337,940",137,"345,683",257,"5,771,304","1,129","3,375,527",65,"1,326,364","1,255","109,230,684","1,322","110,730,004","1,275","63,959,862",86,"-402,738","1,302","45,666,656","1,390","45,166,079",838,"11,839,220",266,"813,383",246,"204,980","6,242","1,899,500",682,"280,007",538,"1,660,252"
6020,WA,"14,526","12,160","14,431","1,198,732,282","11,992","323,854,464","10,853","16,919,844",238,"310,592","11,183","330,164,077",485,"2,059,817","10,774","798,038,730","1,872","11,467,610",237,"4,817,214",296,"9,034,316",473,"2,345,122",670,"5,879,647",171,"2,926,026",278,"9,324,487","9,489","24,114,055","1,798","1,037,399","4,568","56,799,661","4,566","24,328,936","14,478","1,248,932,084","3,340","9,161,947",908,"1,544,793","5,045","1,223,280",530,"1,012,683","6,920","7,470,803",524,"255,062",574,"1,882,437",583,"3,588,304","5,464","3,127,174","6,354","3,661,649","11,752","47,981,065","1,125","23,490,568","2,143","27,534,455",80,"1,717,521","3,410","161,495,572","1,473","15,641,947",179,"8,618,938",22,"730,166",162,"1,651,947","1,242","59,235,987","1,044","22,160,122","1,727","125,260,398","2,085","59,548,828","1,372","14,811,664","1,046","4,371,203",937,"3,043,701","3,453","77,044,605","2,840","46,952,220","1,764","5,483,141","3,483","34,010,135","1,376","14,413,632","2,126","-23,814,523","3,502","-9,400,891","1,171","2,392,937",162,"877,053",457,"10,884,087","1,093","3,923,072",55,"1,853,981","1,095","125,175,489","1,141","127,037,091","1,102","88,626,038",82,"-168,088","1,143","37,278,360","1,211","37,114,341",702,"9,733,064",323,"1,089,036",357,"243,116","5,634","1,770,576","1,189","502,895",397,"2,456,555"
6021,WA,"12,958","9,452","12,871","855,289,963","10,919","199,496,753","9,631","11,709,314",222,"256,243","10,184","205,740,690",430,"1,935,687","10,167","645,461,578","1,556","8,152,523",223,"2,364,368",274,"4,451,662",580,"3,111,219",540,"5,833,559",71,"863,193",114,"3,033,182","7,803","16,272,819",955,"629,146","2,731","20,178,149","2,717","8,639,431","12,897","888,984,721","3,061","7,893,793",847,"1,074,849","5,818","1,442,792",556,"1,157,166","6,314","6,465,021",347,"143,676",346,"788,862",240,"1,265,335","4,281","1,435,713","5,721","2,070,905","10,406","30,680,510",852,"15,844,470","1,178","11,371,263",48,"665,842","2,266","95,743,480",680,"7,429,807",161,"6,104,515",13,"157,224",126,"1,483,546",642,"16,671,363",532,"4,905,115",835,"38,221,469","1,184","23,918,549",635,"4,544,199",476,"1,192,073",433,"844,169","2,608","61,064,848","2,023","30,600,682","1,182","3,854,700","2,649","24,349,941","1,200","16,334,656","1,470","-14,075,132","2,670","2,259,524",968,"1,668,332",116,"601,813",234,"4,151,998",869,"2,684,881",40,"448,784","1,068","120,858,091","1,106","121,311,745","1,064","85,877,576",58,"207,286","1,094","34,135,136","1,149","34,347,292",726,"8,084,463",126,"298,478",256,"191,666","5,900","1,821,005",872,"365,439",374,"944,581"
6022,WA,"3,251","2,433","3,232","189,488,173","2,707","40,176,022","2,419","2,624,498",42,"48,282","2,513","41,311,004",111,"420,154","2,578","156,025,339",401,"1,704,486",66,"611,897",68,"788,081",146,"775,701",213,"2,044,343",26,"256,501",69,"1,899,843","1,914","2,855,578",320,"90,328",748,"3,336,722",743,"1,428,860","3,237","196,235,953",768,"1,737,344",191,"290,971","1,530","352,283",103,"168,711","1,672","1,496,941",88,"40,664",65,"78,915",61,"180,772","1,224","448,153","1,441","495,705","2,678","6,407,896",217,"3,892,345",389,"3,938,483",6,"-82,872",474,"12,527,888",169,"779,317",45,"1,191,047",5,"70,797",33,"155,974",184,"2,337,646",141,"515,211",259,"5,399,127",286,"6,216,878",203,"957,375",158,"231,677",153,"184,027",553,"10,004,581",463,"6,483,842",228,"626,198",554,"4,417,161",194,"1,588,117",366,"-3,110,737",560,"-1,522,620",182,"298,000",35,"205,265",37,"664,167",211,"434,739",12,"71,026",280,"17,604,220",291,"17,675,246",279,"10,424,167",13,"44,386",287,"7,118,809",299,"7,163,195",180,"1,315,201",64,"139,187",69,"61,177","1,509","472,969",264,"114,143",92,"199,418"
6023,WA,"10,218","8,449","10,149","728,416,393","8,421","179,359,480","7,649","10,256,106",150,"201,438","7,862","183,548,664",331,"1,368,352","7,868","551,790,830","1,306","7,523,123",171,"2,698,152",195,"4,841,368",343,"1,681,410",497,"4,582,610",102,"1,199,316",218,"6,650,274","6,472","13,101,446","1,199","716,455","2,883","18,496,038","2,872","7,923,714","10,171","756,874,062","2,398","5,877,306",754,"1,123,709","3,935","892,098",406,"768,471","5,109","5,353,462",341,"145,152",333,"679,825",334,"1,203,035","3,891","1,818,973","4,370","1,813,686","8,168","27,686,419",831,"15,409,978","1,440","17,608,051",29,"40,820","1,977","75,663,717",897,"8,521,736",126,"3,800,305",7,"91,150",115,"847,804",696,"17,725,726",586,"5,508,154","1,046","38,726,309","1,331","30,460,355",986,"9,061,059",722,"2,887,894",658,"1,435,331","2,007","41,514,012","1,723","25,110,124","1,037","3,171,416","2,044","18,053,204",742,"7,209,198","1,313","-12,029,930","2,055","-4,820,732",707,"704,167",108,"859,514",256,"5,821,994",776,"2,037,232",44,"617,052",793,"55,503,790",835,"56,152,507",797,"32,079,903",56,"252,411",815,"22,989,605",868,"23,240,935",520,"4,861,792",223,"618,871",303,"220,276","4,161","1,304,899",792,"334,335",271,"1,269,762"
6024,WA,"8,848","6,623","8,801","514,334,234","7,349","109,015,406","6,556","7,108,522",132,"159,980","6,801","111,961,571",327,"1,347,505","7,133","440,676,624","1,139","4,574,354",172,"1,990,698",205,"3,193,406",409,"2,044,028",565,"5,450,458",60,"534,757",174,"4,818,421","5,223","6,791,116",802,"249,945","2,008","7,111,053","2,002","3,041,040","8,816","532,986,004","2,122","5,044,435",546,"628,845","4,337","1,014,705",368,"691,670","4,644","4,448,357",243,"111,000",197,"500,906",161,"478,123","3,380","1,120,138","4,009","1,287,159","7,323","18,033,821",637,"10,399,678","1,051","10,208,131",29,"-127,053","1,064","23,640,988",413,"1,514,820",123,"3,345,382",9,"38,748",76,"715,998",432,"5,227,050",335,"1,231,302",615,"12,690,127",732,"11,409,590",518,"2,430,055",369,"560,464",347,"418,514","1,392","24,461,488","1,221","16,084,593",680,"1,831,692","1,397","11,296,251",482,"3,321,553",924,"-8,072,601","1,406","-4,751,048",449,"664,191",77,"159,083",115,"1,460,939",527,"1,194,004",23,"1,038,355",682,"115,747,637",705,"116,785,992",684,"98,368,733",31,"99,200",692,"17,917,277",723,"18,016,477",440,"3,440,132",154,"374,707",206,"126,917","4,110","1,275,561",715,"299,509",274,"766,983"
6025,WA,"20,279","15,586","20,156","1,432,220,504","17,098","350,504,329","15,498","20,095,208",398,"544,242","15,987","358,628,354",689,"2,729,678","16,203","1,098,264,062","2,700","14,474,335",357,"5,740,834",501,"10,760,263",853,"4,355,156",931,"8,702,533",165,"1,999,778",309,"8,746,132","11,920","19,830,786","1,634","1,178,472","4,301","31,819,907","4,288","13,632,519","20,210","1,493,927,579","4,970","12,560,188","1,358","2,127,066","9,386","2,276,367",857,"1,475,679","10,419","10,893,110",678,"323,422",484,"1,358,138",442,"8,094,459","7,186","4,424,896","9,077","3,719,008","16,706","59,215,006","1,468","29,201,920","2,409","24,861,956",57,"-111,566","3,150","131,528,874","1,219","14,493,608",309,"12,281,407",24,"867,624",215,"2,599,311","1,067","62,321,137",880,"24,465,294","1,454","136,678,740","1,884","57,808,211","1,503","17,942,739",999,"4,215,623",915,"3,171,007","3,672","78,378,975","3,263","52,283,279","1,950","6,418,991","3,756","35,201,757","1,209","11,048,354","2,564","-26,573,406","3,773","-15,525,052","1,290","1,848,037",215,"1,373,783",431,"7,621,827","1,372","4,099,917",71,"1,454,773","1,590","164,639,979","1,661","166,361,856","1,637","114,890,279",104,"-823,623","1,627","49,644,549","1,725","48,860,235","1,039","11,724,888",335,"870,856",424,"292,631","9,122","2,835,981","1,420","601,420",611,"2,241,560"
6026,WA,"14,895","12,137","14,827","954,462,268","12,473","216,562,724","11,266","13,334,595",219,"274,411","11,594","221,609,247",413,"1,589,085","11,999","779,558,144","1,822","7,864,524",261,"3,890,815",317,"5,889,980",554,"2,698,715",757,"7,023,419",171,"2,023,575",284,"8,090,889","9,110","14,072,480","1,388","715,456","3,497","15,722,349","3,490","6,733,233","14,855","988,134,989","3,301","7,962,396",886,"1,418,353","6,768","1,517,054",575,"925,121","7,636","7,213,914",532,"274,178",381,"745,853",311,"1,121,295","5,417","2,152,179","6,350","2,361,532","12,183","32,993,228","1,138","19,711,502","2,079","20,103,501",52,"-276,499","2,410","74,986,392",899,"4,973,973",160,"6,658,709",12,"108,007",155,"1,133,730",732,"14,894,277",577,"4,457,644","1,053","32,159,957","1,525","32,171,305","1,154","9,816,454",785,"2,280,635",715,"1,538,760","2,663","46,503,484","2,438","32,904,052","1,498","4,540,242","2,716","21,460,808",775,"5,839,722","1,954","-18,241,340","2,729","-12,401,618",834,"1,453,346",152,"689,742",291,"4,347,085","1,022","2,765,345",39,"476,265","1,054","80,318,772","1,092","80,795,037","1,100","50,203,952",57,"139,704","1,081","29,520,971","1,137","29,660,675",686,"6,266,302",312,"784,742",405,"301,536","6,651","2,073,868","1,139","473,587",428,"1,691,101"
6027,WA,"27,992","19,990","27,844","1,776,566,758","23,503","402,448,885","21,292","24,732,072",536,"690,907","22,063","412,603,746",827,"3,248,474","23,127","1,478,167,013","3,919","17,973,369",531,"6,936,031",749,"13,403,156","1,401","7,367,476","1,040","9,698,023",202,"2,372,156",351,"9,453,325","15,777","20,024,673","1,785","625,746","4,750","24,360,954","4,734","10,434,250","27,889","1,840,578,303","6,874","16,681,862","1,859","2,891,255","14,381","3,471,705","1,295","2,302,842","14,549","14,796,342","1,122","512,067",571,"1,210,545",418,"1,679,721","9,510","3,203,241","12,684","5,059,850","23,096","62,352,258","1,949","34,609,151","2,980","25,978,111",60,"807,175","3,437","115,125,238","1,095","7,445,409",426,"12,563,648",19,"129,559",277,"2,232,582","1,083","33,004,858",891,"11,104,388","1,487","72,791,564","2,172","49,151,922","1,702","17,200,334",980,"2,480,579",910,"3,153,170","4,739","91,944,775","4,404","64,631,117","2,890","8,567,629","4,862","42,416,900","1,332","10,480,281","3,556","-34,143,483","4,888","-23,663,202","1,585","2,535,102",224,"1,138,711",392,"6,176,978","1,625","4,032,689",90,"1,403,102","2,125","191,828,196","2,214","193,234,649","2,166","126,490,247",113,"451,568","2,186","64,709,973","2,295","65,164,892","1,427","13,704,619",346,"818,788",515,"416,263","13,264","4,133,025","1,734","729,039",912,"3,000,711"
6028,WA,"14,487","10,958","14,404","1,008,742,307","12,169","241,437,980","11,224","14,197,601",331,"446,976","11,535","247,168,054",372,"1,552,586","12,180","847,251,810","2,078","11,398,386",248,"3,568,357",334,"6,995,033",490,"2,295,751",400,"3,831,992",95,"1,175,151",112,"2,915,682","8,247","9,121,387",733,"299,725","2,140","12,132,134","2,138","5,198,164","14,436","1,044,439,121","3,657","9,977,505",935,"1,422,682","7,449","1,788,177",680,"1,211,303","7,808","7,941,461",643,"344,089",296,"756,590",223,"928,163","4,702","1,583,444","6,454","2,205,912","11,982","34,281,971","1,046","18,249,740","1,583","11,852,698",14,"1,080,033","1,866","70,298,479",579,"4,441,115",218,"9,347,661",5,"37,972",152,"1,128,790",575,"12,009,591",503,"3,537,334",754,"29,495,704","1,110","27,945,276",924,"15,440,124",545,"1,836,710",539,"3,051,730","2,506","47,004,366","2,408","36,271,438","1,755","5,779,292","2,558","22,296,473",516,"3,858,208","2,068","-21,201,045","2,584","-17,342,837",855,"1,491,163",97,"532,567",212,"3,266,198",975,"2,689,896",41,"447,656","1,064","101,143,104","1,104","101,593,160","1,106","65,440,495",50,"153,749","1,104","35,335,268","1,151","35,489,017",706,"8,092,863",131,"263,862",302,"176,599","6,364","2,003,448",604,"251,745",415,"1,812,769"
6029,WA,"1,989","1,646","1,974","192,213,531","1,669","55,911,343","1,519","2,715,046",46,"64,048","1,566","56,564,670",72,"330,577","1,409","112,806,701",242,"1,842,118",33,"469,269",47,"1,308,585",59,"337,946",69,"663,954",22,"409,393",39,"1,456,858","1,257","3,988,719",224,"193,286",615,"9,804,506",613,"4,200,262","1,983","201,230,932",441,"1,469,249",134,"185,609",582,"154,984",60,"143,714",909,"1,217,536",67,"21,238",97,"404,562",99,"493,291",735,"417,193",920,"862,448","1,568","8,191,521",129,"3,750,985",268,"3,848,997",3,"-5,821",595,"32,039,226",277,"3,512,448",32,"1,163,907",2,"38,841",22,"197,032",193,"17,885,690",150,"7,156,976",283,"39,284,250",334,"12,242,567",217,"1,324,724",183,"500,633",162,"303,126",534,"11,568,915",420,"7,450,152",241,"633,254",528,"4,777,852",215,"2,506,519",318,"-3,823,256",533,"-1,316,737",207,"845,864",28,"136,285",85,"1,976,873",167,"781,652",11,"1,884,091",191,"25,429,907",201,"27,313,998",189,"20,453,977",17,"-246,438",194,"6,872,955",208,"6,626,517",136,"1,832,205",49,"173,806",47,"59,528",736,"237,426",144,"59,765",56,"1,065,548"
6030,WA,"22,660","14,351","22,516","1,370,806,451","19,004","299,117,930","16,970","18,867,451",565,"705,546","17,773","305,888,906",452,"1,660,120","18,830","1,181,184,999","3,263","13,774,213",423,"3,764,523",649,"8,235,115","1,341","7,132,532",970,"9,819,619",91,"671,379",264,"6,852,377","11,141","10,797,689",771,"392,464","2,366","12,210,168","2,360","5,220,513","22,551","1,422,039,411","6,084","15,336,667","1,578","2,786,271","12,948","3,314,279","1,091","1,859,700","12,003","12,042,546",635,"336,055",328,"669,359",178,"650,521","7,029","2,348,896","10,795","3,264,871","18,739","49,368,089","1,376","23,999,391","1,626","10,247,192",77,"5,946,750","2,049","71,661,928",569,"4,062,708",408,"11,558,987",18,"111,271",199,"1,606,788",610,"11,707,807",481,"3,221,193",823,"27,940,929","1,175","28,403,618","1,025","17,315,659",498,"3,191,428",510,"3,114,248","2,855","50,115,281","2,770","39,279,837","1,790","5,699,173","2,944","24,673,197",617,"4,222,340","2,358","-23,759,265","2,975","-19,536,925","1,227","1,964,613",118,"513,060",206,"3,087,360","1,134","3,361,475",57,"1,344,092","1,779","132,144,285","1,833","133,478,480","1,800","80,247,705",71,"555,611","1,810","52,511,357","1,878","53,080,267","1,182","9,892,941",221,"490,550",367,"267,434","11,119","3,518,887","1,025","434,018",771,"1,593,398"
6031,WA,"8,444","5,694","8,406","517,007,404","7,262","111,054,510","6,645","7,237,181",173,"226,429","6,913","114,525,022",250,"882,134","7,404","463,665,867","1,282","4,278,388",162,"1,282,280",238,"3,535,142",448,"2,201,285",239,"2,333,869",27,"201,537",50,"1,224,095","4,267","2,716,186",174,"39,749",682,"3,558,056",680,"1,524,425","8,414","535,012,445","2,424","5,769,148",619,"1,151,821","5,246","1,299,556",436,"698,193","4,721","4,650,453",259,"130,599",95,"70,210",48,"293,115","2,681","846,448","4,031","1,073,008","7,205","17,713,032",550,"9,387,974",582,"3,010,789",13,"345,453",574,"20,966,025",135,"790,385",140,"5,336,119",4,"55,716",79,"350,104",171,"2,459,265",143,"649,451",215,"5,944,089",302,"6,384,109",250,"3,882,826",115,"309,608",127,"888,891",882,"14,571,456",851,"10,824,859",546,"1,652,986",909,"6,831,650",193,"1,822,685",723,"-6,560,724",916,"-4,738,039",454,"371,924",49,"223,505",56,"646,402",490,"1,026,361",28,"695,626",613,"39,317,553",641,"40,013,179",634,"21,929,087",34,"209,323",621,"17,598,434",655,"17,807,757",408,"3,513,371",40,"76,982",144,"82,657","4,234","1,288,392",268,"113,765",279,"573,156"
